EVENT_NO,LAT,LONGT
16AW4517, 36.78038,-119.80239
16AW4672, 36.82468,-119.90138
16AW4905, 36.79410,-119.79052
16AW4875, 36.75044,-119.76432
16AW4958, 36.75445,-119.81758
16AW5419, 36.77949,-119.79958
16AW5441, 36.75773,-119.75447
16AW5480, 36.73970,-119.78198
16AW5492, 36.73028,-119.80022
16AW5517, 36.73230,-119.73642
16AW5591, 36.74682,-119.77252
16AW5739, 36.74031,-119.82655
16AW5768, 36.85202,-119.75677
16AW5801, 36.80819,-119.85807
16AW5806, 36.77299,-119.81762
16AW5858, 36.79043,-119.79283
16AW5963, 36.75038,-119.80830
16AW6028, 36.76510,-119.75452
16AW6284, 36.86671,-119.73881
16AW6486, 36.78658,-119.82200
16AW6788, 36.76500,-119.77252
16AW6865, 36.71413,-119.79979
16AW6869, 36.78141,-119.83993
16AW6896, 36.75754,-119.81764
16AW6981, 36.72139,-119.79982
16AW7087, 36.84002,-119.80185
16AW7113, 36.74331,-119.79051
16AW7130, 36.74776,-119.75221
16AW7146, 36.75044,-119.79481
16AW7156, 36.85935,-119.74779
16AW7160, 36.73588,-119.77259
16AW7185, 36.80853,-119.79045
16AW7191, 36.85202,-119.75677
16AW7215, 36.81588,-119.75417
16AW7224, 36.85194,-119.77456
16AW7228, 36.75763,-119.80859
16AW7232, 36.73957,-119.74265
16AW7245, 36.78503,-119.79054
16AW7288, 36.76865,-119.77704
16AW7266, 36.81219,-119.79043
16AW7287, 36.75743,-119.82778
16AW7261, 36.70692,-119.75470
16AW7302, 36.74316,-119.77466
16AW7300, 36.76472,-119.82396
16AW7308, 36.75736,-119.68211
16AW7318, 36.74321,-119.74998
16AW7313, 36.76469,-119.82958
16AW7345, 36.77773,-119.78606
16AW7465, 36.76786,-119.75448
16AW7492, 36.70688,-119.78739
16AW7565, 36.74319,-119.76178
16AW7892, 36.81219,-119.79043
16AW7939, 36.76500,-119.77252
16AW7977, 36.77955,-119.77257
16AW8152, 36.78648,-119.83989
16AW8190, 36.78650,-119.83543
16AW8254, 36.77233,-119.75446
16AW8408, 36.80115,-119.80851
16AW8416, 36.77676,-119.79957
16AW8436, 36.77949,-119.79958
16AW8445, 36.73773,-119.74379
16AW8462, 36.77445,-119.86048
16AW8530, 36.75743,-119.84430
16AW8575, 36.75750,-119.75413
16AW8579, 36.82274,-119.83539
16AW8586, 36.77924,-119.83549
16AW8631, 36.83015,-119.79030
16AW8700, 36.79376,-119.83537
16AW8907, 36.72968,-119.76926
16AW8907, 36.72968,-119.76926
16AW8932, 36.72862,-119.75126
16AW8988, 36.74321,-119.74547
16AW9036, 36.76126,-119.76577
16AW9043, 36.75751,-119.82169
16AW9414, 36.72866,-119.76591
16AW9383, 36.71963,-119.79870
16AW9453, 36.70689,-119.78173
16AW9460, 36.73955,-119.73752
16AW9481, 36.74319,-119.70013
16AW9482, 36.74321,-119.74547
16AW9534, 36.71596,-119.79870
16AW9554, 36.78501,-119.77247
16AW9566, 36.73077,-119.80863
16AW9583, 36.80819,-119.85807
16AW9589, 36.75048,-119.75444
16AW9638, 36.71963,-119.79980
16AW9677, 36.71964,-119.79644
16AW9681, 36.74318,-119.77243
16AW9693, 36.77924,-119.83549
16AW9751, 36.76126,-119.76577
16AW9756, 36.79376,-119.83537
16AW9815, 36.72850,-119.78784
16AW9824, 36.77409,-119.79055
16AW9842, 36.72850,-119.78784
16AW9864, 36.76495,-119.80103
16AW9861, 36.75746,-119.82912
16AW9885, 36.75025,-119.82430
16AW9933, 36.82292,-119.79035
16AW9948, 36.77190,-119.85333
16AW9965, 36.77967,-119.79053
16AX0026, 36.72862,-119.75460
16AX0059, 36.79717,-119.83519
16AX0095, 36.78635,-119.87132
16AX0083, 36.83726,-119.79025
16AX0081, 36.80859,-119.76325
16AX0090, 36.71416,-119.77269
16AX0093, 36.73865,-119.72738
16AX0093, 36.73865,-119.72738
16AX0125, 36.74319,-119.70013
16AX0148, 36.86050,-119.78282
16AX0324, 36.83391,-119.88863
16AX0438, 36.73579,-119.70010
16AX0581, 36.80853,-119.78501
16AX0905, 36.75045,-119.77025
16AX0931, 36.78864,-119.78827
16AX0937, 36.78557,-119.80408
16AX0992, 36.77408,-119.79280
16AX1002, 36.73557,-119.72049
16AX1011, 36.77945,-119.80410
16AX1025, 36.75162,-119.81333
16AX1030, 36.78648,-119.83989
16AX1076, 36.86632,-119.77959
16AX1088, 36.78747,-119.82647
16AX1153, 36.73955,-119.75447
16AX1155, 36.74321,-119.75449
16AX1158, 36.80859,-119.76325
16AX1278, 36.78657,-119.82648
16AX1283, 36.80691,-119.84035
16AX1310, 36.72139,-119.79982
16AX1337, 36.80817,-119.87170
16AX1402, 36.80851,-119.79270
16AX1490, 36.72141,-119.80271
16AX1520, 36.73015,-119.79958
16AX1887, 36.73411,-119.78491
16AX2088, 36.82999,-119.82636
16AX2108, 36.80639,-119.84443
16AX2165, 36.73045,-119.74552
16AX2171, 36.73315,-119.74550
16AX2173, 36.73622,-119.69301
16AX2192, 36.72158,-119.79253
16AX2214, 36.75771,-119.78152
16AX2222, 36.71214,-119.75595
16AX2242, 36.75590,-119.74542
16AX2243, 36.75770,-119.77251
16AX2254, 36.75045,-119.77250
16AX2256, 36.80691,-119.84035
16AX2298, 36.77291,-119.82663
16AX2334, 36.77208,-119.81763
16AX2346, 36.79410,-119.79052
16AX2363, 36.83726,-119.79025
16AX2388, 36.79531,-119.79118
16AX2415, 36.77228,-119.79055
16AX2433, 36.82292,-119.79035
16AX2455, 36.81219,-119.79043
16AX2504, 36.72533,-119.79227
16AX2517, 36.71414,-119.75468
16AX2547, 36.73590,-119.74549
16AX2549, 36.70690,-119.76845
16AX2552, 36.80825,-119.83540
16AX2560, 36.75043,-119.70015
16AX2566, 36.80095,-119.84438
16AX2581, 36.70896,-119.75725
16AX2580, 36.75747,-119.71827
16AX2603, 36.72323,-119.75463
16AX2649, 36.71783,-119.79981
16AX2659, 36.82292,-119.79035
16AX2670, 36.80095,-119.84438
16AX2668, 36.72865,-119.80723
16AX2674, 36.76500,-119.77252
16AX2682, 36.72136,-119.81274
16AX2694, 36.73812,-119.75451
16AX2713, 36.78497,-119.79505
16AX2747, 36.73228,-119.80241
16AX3280, 36.75951,-119.79053
16AX3432, 36.77942,-119.80862
16AX3479, 36.77193,-119.84437
16AX3514, 36.71052,-119.78965
16AX3522, 36.78220,-119.79730
16AX3572, 36.75772,-119.74768
16AX3602, 36.75607,-119.75446
16AX3616, 36.75772,-119.73638
16AX3618, 36.74318,-119.77243
16AX3628, 36.76319,-119.75449
16AX3680, 36.75772,-119.74542
16AX3706, 36.74319,-119.76928
16AX3823, 36.75040,-119.79767
16AX3836, 36.74734,-119.80034
16AX3849, 36.75318,-119.73865
16AX3851, 36.77945,-119.80410
16AX3862, 36.72546,-119.80950
16AX3859, 36.70690,-119.76845
16AX3880, 36.72859,-119.81760
16AX3883, 36.72857,-119.81311
16AX3887, 36.72265,-119.80096
16AX3892, 36.79375,-119.83692
16AX3908, 36.80144,-119.85355
16AX3895, 36.80044,-119.85338
16AX3896, 36.77949,-119.79958
16AX3980, 36.80469,-119.82191
16AX3991, 36.71778,-119.74560
16AX4004, 36.75755,-119.76595
16AX4009, 36.78284,-119.83992
16AX4011, 36.75023,-119.82660
16AX4029, 36.72641,-119.81765
16AX4036, 36.80822,-119.84281
16AX4037, 36.77772,-119.79055
16AX4048, 36.73609,-119.78709
16AX4062, 36.74426,-119.80565
16AX4119, 36.75023,-119.82660
16AX4169, 36.84027,-119.75607
16AX4556, 36.75045,-119.77250
16AX4644, 36.73867,-119.73634
16AX4768, 36.78263,-119.79055
16AX4800, 36.72434,-119.79367
16AX4851, 36.79410,-119.77231
16AX4895, 36.75038,-119.80288
16AX4952, 36.80998,-119.85262
16AX4954, 36.78730,-119.79277
16AX4989, 36.73688,-119.68210
16AX5001, 36.77945,-119.80410
16AX5011, 36.75045,-119.78351
16AX5020, 36.79391,-119.80857
16AX5026, 36.80828,-119.82638
16AX5074, 36.74363,-119.78413
16AX5099, 36.75047,-119.76911
16AX5106, 36.74318,-119.77243
16AX5216, 36.75038,-119.80436
16AX5224, 36.77679,-119.79506
16AX5254, 36.71415,-119.73653
16AX5258, 36.81575,-119.78133
16AX5267, 36.84004,-119.79455
16AX5313, 36.80828,-119.82638
16AX5329, 36.72279,-119.81330
16AX5306, 36.75042,-119.72276
16AX5338, 36.80818,-119.86597
16AX5339, 36.73814,-119.79666
16AX5369, 36.75746,-119.82666
16AX5379, 36.75023,-119.81480
16AX5419, 36.79046,-119.79053
16AX5450, 36.76489,-119.80860
16AX5522, 36.80819,-119.86262
16AX5684, 36.75044,-119.78151
16AX6160, 36.73684,-119.74774
16AX6329, 36.78672,-119.79054
16AX6339, 36.75028,-119.81985
16AX6421, 36.74321,-119.74547
16AX6424, 36.71518,-119.72537
16AX6461, 36.75044,-119.76432
16AX6465, 36.70688,-119.79078
16AX6551, 36.80853,-119.79045
16AX6634, 36.75771,-119.78152
16AX6586, 36.71783,-119.79981
16AX6612, 36.74588,-119.77929
16AX6636, 36.89622,-119.76532
16AX6637,,
16AX6665, 36.75037,-119.80969
16AX6666, 36.77936,-119.81759
16AX6680, 36.83722,-119.84744
16AX6696, 36.75772,-119.79628
16AX6834, 36.83401,-119.91570
16AX6837, 36.82676,-119.75416
16AX7285, 36.73174,-119.79818
16AX7385, 36.72513,-119.77266
16AX7541, 36.74139,-119.74378
16AX7681, 36.72609,-119.80109
16AX7690, 36.71973,-119.78176
16AX7800, 36.75236,-119.77247
16AX7822, 36.76502,-119.79055
16AX7848, 36.78688,-119.75432
16AX7903, 36.71855,-119.71848
16AX7914, 36.73590,-119.71837
16AX7915, 36.77216,-119.80861
16AX7930, 36.73970,-119.78198
16AX7953, 36.72140,-119.80520
16AX7981, 36.72862,-119.75126
16AX7989, 36.82275,-119.82637
16AX7989, 36.82275,-119.82637
16AX7985, 36.74362,-119.80430
16AX8089, 36.74498,-119.72735
16AX8116, 36.82174,-119.85654
16AX8126, 36.77942,-119.80862
16AX8133, 36.80822,-119.84441
16BL4027, 36.80822,-119.84441
16BL4073, 36.79410,-119.79052
16BL4087, 36.83704,-119.88947
16AX8429, 36.80125,-119.72720
16AX8501, 36.73451,-119.80670
16AX9083, 36.74503,-119.78940
16AX9128, 36.78682,-119.78781
16AX9198, 36.83726,-119.85342
16AX9232, 36.85208,-119.74777
16AX9246, 36.77228,-119.78155
16AX9248, 36.76510,-119.75452
16AX9284, 36.72800,-119.80590
16AX9285, 36.77955,-119.77257
16AX9318, 36.73028,-119.80022
16AX9321, 36.85589,-119.78732
16AX9370, 36.78657,-119.82648
16AX9336, 36.73592,-119.73192
16AX9422, 36.80827,-119.83023
16AX9443, 36.80853,-119.79045
16AX9458, 36.75347,-119.82875
16AX9474, 36.75743,-119.83059
16AX9487, 36.75024,-119.82542
16AX9494, 36.82147,-119.88842
16AX9510, 36.75396,-119.81310
16AX9527, 36.87175,-119.75362
16AX9631, 36.78688,-119.75432
16AX9652, 36.86050,-119.78282
16AX9659, 36.80828,-119.82638
16AX9123, 36.78245,-119.79863
16AX9775, 36.73609,-119.78709
16AX9824, 36.85176,-119.80527
16AX9835, 36.85176,-119.80527
16AX9901, 36.79046,-119.79053
16AY0103, 36.76502,-119.79055
16AY0175, 36.72755,-119.79904
16AY0186, 36.72730,-119.79694
16AY0237, 36.72708,-119.80217
16AY0278, 36.72364,-119.80204
16AY0266, 36.73028,-119.80022
16AY0283, 36.72356,-119.79470
16AY0301, 36.71344,-119.79714
16AY0306, 36.72139,-119.79982
16AY0351, 36.72433,-119.81769
16AY0368, 36.72434,-119.79367
16AY0416, 36.75769,-119.76801
16AY0450, 36.73374,-119.80037
16AY0501, 36.76324,-119.75673
16AY0554, 36.72140,-119.80520
16AY0555, 36.78662,-119.81752
16AY0569, 36.73374,-119.80037
16AY0619, 36.82305,-119.77226
16AY0623, 36.75042,-119.79889
16AY0737, 36.74417,-119.79191
16AY0746, 36.77835,-119.82433
16AY0752, 36.80740,-119.81742
16AY0761, 36.80816,-119.87749
16AY0743, 36.75039,-119.79684
16AY0799, 36.75044,-119.76432
16AY0799, 36.75044,-119.76432
16AY0784, 36.73589,-119.75456
16AY0804, 36.73928,-119.75448
16AY0815, 36.73590,-119.74549
16AY0818, 36.73701,-119.77259
16AY0832, 36.80828,-119.82638
16AY0830, 36.75453,-119.82890
16AY0846, 36.79368,-119.85330
16AY0871, 36.85208,-119.74777
16AY0847, 36.77931,-119.82656
16AY0880, 36.75044,-119.77700
16AY0880, 36.75044,-119.77700
16AY0891, 36.70688,-119.78851
16AY0894, 36.76469,-119.82958
16AY0906, 36.75037,-119.78828
16AY0913, 36.72533,-119.79227
16AY0916, 36.70688,-119.79078
16AY0954, 36.75039,-119.80032
16AY0973, 36.75595,-119.82958
16AY0981, 36.75028,-119.81985
16AY0965, 36.80808,-119.88949
16AY0993, 36.75045,-119.77025
16AY1000, 36.75752,-119.82087
16AY1058, 36.77693,-119.83549
16AY1115, 36.78300,-119.88933
16AY1123, 36.72862,-119.76363
16AY1302, 36.74321,-119.75449
16AY1327, 36.72865,-119.76754
16AY1447, 36.71592,-119.80889
16AY1460, 36.72777,-119.79380
16AY1505, 36.70679,-119.79984
16AY1515, 36.70688,-119.77621
16AY1529, 36.72955,-119.80124
16AY1537, 36.72141,-119.80271
16AY1539, 36.72864,-119.81018
16AY1542, 36.72955,-119.80124
16AY1547, 36.73318,-119.81297
16AY1553, 36.72129,-119.82447
16AY1555, 36.72828,-119.79803
16AY1578, 36.72137,-119.81119
16AY1586, 36.73028,-119.80022
16AY1599, 36.72493,-119.82217
16AY1668, 36.72463,-119.80313
16AY1687, 36.84091,-119.79037
16AY1667, 36.77963,-119.75437
16AY1726, 36.72385,-119.79681
16AY1727, 36.72749,-119.80876
16AY1732, 36.71539,-119.79389
16AY1754, 36.72730,-119.79694
16AY1766, 36.72743,-119.81762
16AY1756, 36.71417,-119.79078
16AY1827, 36.70958,-119.79987
16AY1854, 36.72356,-119.79470
16AY1903, 36.72139,-119.79982
16AY1922, 36.72246,-119.80620
16AY1915, 36.75044,-119.76432
16AY2000, 36.83729,-119.82634
16AY2037, 36.82298,-119.78131
16AY2048, 36.77936,-119.81759
16AY2113, 36.83745,-119.78351
16AY2080,,
16AY2089, 36.78356,-119.83991
16AY2034, 36.82292,-119.79638
16AY2078, 36.82292,-119.79035
16AY2129, 36.83560,-119.79026
16AY2157, 36.83730,-119.77223
16AY2160, 36.74311,-119.81300
16AY2177, 36.83023,-119.77224
16AY2177, 36.83023,-119.77224
16AY2179, 36.75042,-119.70918
16AY2195, 36.71598,-119.79531
16AY2199, 36.75048,-119.75444
16AY2208, 36.76145,-119.74544
16AY2214, 36.73284,-119.76242
16AY2230, 36.78606,-119.76196
16AY2273, 36.74319,-119.73642
16AY2281, 36.73247,-119.79715
16AY2282, 36.78657,-119.82648
16AY2286, 36.73048,-119.79496
16AY2308, 36.71778,-119.74560
16AY2328, 36.77204,-119.82213
16AY2366, 36.75743,-119.83059
16AY2363, 36.76480,-119.81766
16AY2768, 36.77193,-119.84437
16AY3082, 36.76457,-119.76467
16AY3112, 36.73174,-119.79818
16AY3122, 36.72859,-119.81760
16AY3155, 36.79647,-119.82641
16AY3167, 36.72562,-119.80422
16AY3171, 36.75759,-119.81311
16AY3191, 36.73120,-119.78900
16AY3317, 36.73183,-119.80709
16AY3322, 36.75682,-119.75447
16AY3325, 36.72882,-119.80226
16AY3337, 36.75236,-119.77247
16AY3386, 36.71778,-119.79870
16AY3400, 36.73928,-119.75448
16AY3495, 36.83644,-119.78124
16AY3558, 36.74685,-119.79052
16AY3564, 36.82212,-119.77252
16AY3571, 36.75772,-119.73638
16AY3625, 36.73592,-119.73192
16AY3628, 36.77219,-119.80409
16AY3638, 36.77228,-119.79055
16AY3645, 36.74321,-119.75902
16AY3681, 36.75744,-119.70037
16AY3681, 36.75744,-119.70037
16AY3693, 36.75047,-119.77087
16AY3834, 36.83401,-119.91570
16AY4415, 36.70688,-119.79078
16AY4583, 36.79771,-119.79050
16AY4634, 36.77584,-119.80106
16AY4678, 36.73949,-119.74547
16AY4685, 36.74411,-119.74320
16AY4720, 36.80135,-119.75423
16AY4734, 36.75236,-119.77247
16AY4733, 36.77963,-119.75437
16AY4758, 36.75860,-119.76801
16AY4768, 36.71595,-119.80134
16AY4771, 36.77216,-119.80861
16AY4788, 36.74593,-119.76262
16AY4737, 36.74864,-119.77251
16AY4751, 36.75044,-119.76432
16AY4810, 36.79410,-119.79052
16AY4800, 36.80691,-119.84035
16AY4787, 36.72139,-119.79982
16AY4806, 36.83730,-119.76318
16AY4861, 36.82293,-119.78839
16AY4833, 36.78273,-119.78248
16AY4859, 36.77955,-119.77257
16AY4864, 36.84745,-119.80795
16AY4873, 36.74184,-119.77249
16AY4877, 36.81584,-119.74517
16AY4887, 36.78955,-119.78826
16AY4920, 36.74321,-119.74998
16AY4939, 36.73592,-119.73192
16AY4966, 36.77846,-119.81759
16AY4973, 36.77945,-119.80410
16AY5019, 36.79410,-119.78142
16AY5464, 36.73246,-119.79220
16AY5472, 36.72882,-119.80226
16AY5480, 36.72144,-119.78964
16AY5484, 36.72975,-119.79598
16AY5502, 36.72459,-119.79579
16AY5557, 36.72246,-119.80620
16AY5585, 36.73593,-119.73635
16AY5686, 36.72635,-119.80320
16AY5696, 36.72166,-119.79987
16AY5705, 36.72313,-119.79785
16AY6014, 36.75746,-119.82912
16AY6044, 36.74866,-119.75897
16AY6196, 36.71414,-119.75468
16AY6233, 36.71456,-119.72744
16AY6283, 36.74992,-119.78364
16AY6321, 36.78664,-119.81530
16AY6386, 36.70182,-119.79592
16AY6390, 36.72356,-119.79470
16AY6394, 36.72973,-119.81307
16AY6399, 36.76514,-119.71827
16AY6423, 36.71599,-119.79072
16AY6427, 36.73589,-119.75456
16AY6449, 36.73959,-119.79462
16AY6454, 36.72285,-119.79571
16AY6477, 36.78683,-119.77244
16AY6483, 36.75129,-119.82662
16AY6476, 36.80857,-119.78139
16AY6400, 36.77233,-119.75446
16AY6533, 36.74773,-119.77476
16AY6544, 36.75024,-119.82542
16AY6619, 36.77189,-119.83788
16AY6758, 36.75046,-119.77056
16AY6795, 36.75043,-119.70015
16AY7432, 36.72141,-119.80138
16AY7446, 36.72147,-119.79305
16AY7497, 36.81219,-119.79043
16AY7507, 36.71413,-119.79979
16AY7523, 36.70688,-119.79078
16AY7584, 36.80857,-119.77686
16AY7586, 36.77483,-119.81761
16AY7586, 36.77483,-119.81761
16AY7674, 36.73591,-119.74267
16AY7695, 36.72320,-119.75125
16AY7721, 36.82041,-119.75415
16AY7730, 36.77957,-119.75018
16AY7750, 36.75773,-119.75447
16AY7790, 36.75525,-119.82972
16AY7830, 36.83753,-119.73616
16AY7833, 36.75037,-119.81411
16AY7833, 36.75037,-119.81411
16AY7877, 36.83759,-119.72957
16AY7911, 36.73319,-119.80111
16AY8172, 36.75541,-119.78147
16AY8202, 36.73951,-119.78724
16AY8337, 36.74380,-119.76393
16AY8756, 36.74878,-119.80435
16AY8778, 36.75037,-119.78828
16AY8800, 36.74684,-119.76598
16AY8866, 36.75767,-119.80104
16AY8879, 36.77967,-119.79053
16AY8883, 36.75178,-119.77155
16AY8907,,
16AY8924, 36.75743,-119.84430
16AY8940, 36.73044,-119.75460
16AY8943, 36.75744,-119.70037
16AY9002, 36.77957,-119.76804
16AY9033, 36.74685,-119.78829
16AY9058, 36.77222,-119.79956
16AY9058, 36.77222,-119.79956
16AY9058, 36.77222,-119.79956
16AY9094, 36.76509,-119.74782
16AY9098, 36.80853,-119.79045
16AY9123, 36.75038,-119.80830
16AY9173, 36.74593,-119.74545
16AY9183, 36.84376,-119.89179
16AY9182, 36.73861,-119.79353
16AY9190, 36.75525,-119.82887
16AY9273, 36.71237,-119.73827
16AY9259, 36.75129,-119.82662
16AY9276, 36.75760,-119.81198
16AY9302, 36.73955,-119.75447
16AY9342, 36.74312,-119.77613
16AY9363, 36.74319,-119.70013
16AY9405, 36.73618,-119.74939
16AY9425, 36.76247,-119.80859
16AY9505, 36.82304,-119.72909
16AY9698, 36.73593,-119.73868
16AY9706, 36.73693,-119.80856
16AY8725, 36.75770,-119.76350
16AY9807, 36.77882,-119.82656
16AY9999, 36.75525,-119.82887
16AZ0071, 36.79046,-119.79053
16AZ0075, 36.74317,-119.72735
16AZ0100, 36.73135,-119.75459
16AZ0174, 36.74867,-119.74995
16AZ0187, 36.75773,-119.75447
16AZ0200, 36.75045,-119.73638
16AZ0304, 36.76470,-119.82672
16AZ0396, 36.74317,-119.72735
16AZ0422, 36.77222,-119.79956
16AZ0425, 36.78263,-119.79055
16AZ0431, 36.75746,-119.82666
16AZ0454, 36.72857,-119.81311
16AZ0467, 36.75480,-119.82877
16AZ0480, 36.72663,-119.80533
16AZ0493, 36.73174,-119.79818
16AZ0566, 36.77579,-119.80862
16AZ0608, 36.74320,-119.76600
16AZ0638, 36.75046,-119.76686
16AZ0640, 36.72857,-119.81311
16AZ0646, 36.76502,-119.79055
16AZ0650, 36.75682,-119.75898
16AZ0677, 36.79376,-119.83537
16AZ0860, 36.81219,-119.79043
16AZ0893, 36.84852,-119.89658
16AZ0896, 36.75583,-119.80632
16AZ0949, 36.80828,-119.84930
16AZ0970, 36.72869,-119.77531
16AZ0984, 36.72869,-119.77531
16AZ1064, 36.83745,-119.78351
16AZ1067, 36.74334,-119.77636
16AZ1177, 36.77968,-119.78328
16AZ1435, 36.73772,-119.75000
16AZ1447, 36.80132,-119.78140
16AZ1487, 36.73593,-119.73635
16AZ1514, 36.70691,-119.77068
16AZ1514, 36.70691,-119.77068
16AZ1514, 36.70691,-119.77068
16AZ1576, 36.71596,-119.79870
16AZ1576, 36.71596,-119.79870
16AZ1675, 36.84476,-119.75676
16AZ1702, 36.83726,-119.79025
16AZ1764, 36.73588,-119.76437
16AZ1813, 36.72221,-119.82221
16AZ1813, 36.72221,-119.82221
16AZ1832, 36.83727,-119.83538
16AZ1845, 36.75771,-119.78152
16AZ1845, 36.75771,-119.78152
16AZ1820, 36.84091,-119.79037
16AZ1867, 36.75319,-119.75897
16AZ1896, 36.84091,-119.79037
16AZ1902, 36.75044,-119.79481
16AZ1902, 36.75044,-119.79481
16AZ1939, 36.75042,-119.79054
16AZ1889, 36.77195,-119.83409
16AZ1889, 36.77195,-119.83409
16AZ1900, 36.79376,-119.83537
16AZ1968, 36.74318,-119.77243
16AZ1988, 36.73510,-119.78600
16AZ1990, 36.81534,-119.90080
16AZ1992, 36.75229,-119.75896
16AZ2016, 36.75042,-119.79054
16AZ2021, 36.75038,-119.80830
16AZ2032, 36.72955,-119.80124
16AZ2038, 36.78685,-119.76341
16AZ2039, 36.72854,-119.80013
16AZ2051, 36.74684,-119.78039
16AZ2056, 36.78141,-119.84439
16AZ2063, 36.75038,-119.78543
16AZ2249, 36.80816,-119.87749
16AZ2274, 36.83694,-119.90157
16AZ2279, 36.74261,-119.77077
16AZ2279, 36.74261,-119.77077
16AZ2289, 36.83704,-119.88947
16AZ2354, 36.72233,-119.75933
16AZ2354, 36.72233,-119.75933
16AZ2544, 36.83692,-119.91043
16AZ2579, 36.83704,-119.88947
16AZ2609, 36.82077,-119.89575
16AZ2624, 36.85191,-119.77025
16AZ2633, 36.75768,-119.79884
16AZ2645, 36.74224,-119.78840
16AZ2651, 36.84472,-119.76648
16AZ2655, 36.80861,-119.75418
16AZ2655, 36.80861,-119.75418
16AZ2690, 36.71414,-119.76367
16AZ2710, 36.73230,-119.73193
16AZ2766, 36.76497,-119.79891
16AZ2772, 36.72373,-119.80942
16AZ2802, 36.72364,-119.80204
16AZ2899, 36.76480,-119.81766
16AZ2916, 36.75744,-119.83554
16AZ2929, 36.73587,-119.70928
16AZ2940, 36.76298,-119.81765
16AZ3134, 36.75047,-119.74768
16AZ3193, 36.80826,-119.83265
16AZ3306, 36.73592,-119.74040
16AZ3449, 36.74677,-119.73635
16AZ3619, 36.75771,-119.77701
16AZ3744, 36.84827,-119.78374
16AZ3858, 36.76495,-119.80103
16AZ4183, 36.70855,-119.78174
16AZ4622, 36.78208,-119.81757
16AZ4655, 36.73590,-119.74092
16AZ4834, 36.75045,-119.77250
16AZ4844, 36.75224,-119.82753
16AZ4993, 36.74319,-119.73642
16AZ5032, 36.77785,-119.80376
16AZ5160, 36.78642,-119.85437
16AZ5262, 36.72828,-119.79803
16AZ5303, 36.80816,-119.87749
16AZ5603, 36.74111,-119.80485
16AZ5883, 36.74417,-119.79191
16AZ6093, 36.76502,-119.79055
16AZ6098, 36.75548,-119.79055
16AZ6119, 36.72076,-119.79167
16AZ6265, 36.73588,-119.76928
16AZ6318, 36.83001,-119.82246
16AZ6336, 36.75033,-119.81224
16AZ6336, 36.75033,-119.81224
16AZ6355, 36.77304,-119.85962
16AZ6376, 36.78674,-119.79955
16AZ6376, 36.78674,-119.79955
16AZ6502, 36.79733,-119.75425
16AZ6519, 36.80494,-119.78137
16AZ6553, 36.78672,-119.79054
16AZ6562, 36.83726,-119.79025
16AZ6568, 36.77772,-119.79055
16AZ6615, 36.74865,-119.74544
16AZ6619, 36.77199,-119.82664
16AZ6617,,
16AZ6648, 36.79410,-119.79052
16AZ6668, 36.76865,-119.79057
16AZ6689, 36.78672,-119.71813
16AZ6707, 36.80859,-119.76325
16AZ6720, 36.75480,-119.82877
16AZ6748, 36.79966,-119.76327
16AZ6803, 36.76500,-119.77252
16AZ6809, 36.83730,-119.77223
16AZ6828, 36.77957,-119.75018
16AZ6850, 36.74864,-119.77251
16AZ6990, 36.73585,-119.71155
16AZ7135, 36.72865,-119.80872
16AZ7598, 36.71412,-119.80436
16AZ7608, 36.71778,-119.79870
16AZ7632, 36.70688,-119.79078
16AZ7651, 36.71417,-119.78966
16AZ7672, 36.70477,-119.79431
16AZ7723, 36.71201,-119.79035
16AZ7743, 36.71964,-119.79192
16AZ7760, 36.71692,-119.81785
16AZ7762, 36.71413,-119.79979
16AZ7817, 36.70505,-119.79280
16AZ7822, 36.76141,-119.76353
16AZ7856, 36.71415,-119.79530
16AZ7898, 36.73122,-119.79892
16AZ7909, 36.75745,-119.83153
16AZ7909, 36.75745,-119.83153
16AZ7923, 36.76128,-119.75897
16AZ7924, 36.70686,-119.79532
16AZ7962, 36.72143,-119.78786
16AZ7996, 36.73391,-119.79015
16AZ7996, 36.73391,-119.79015
16AZ8024, 36.75770,-119.76350
16AZ8061, 36.80691,-119.84035
16AZ8101, 36.72529,-119.78739
16AZ8106, 36.80352,-119.77231
16AZ8112, 36.71416,-119.79304
16AZ8212, 36.82660,-119.77226
16AZ8518, 36.74330,-119.78601
16AZ8645, 36.72538,-119.81542
16AZ8645, 36.72538,-119.81542
16AZ8671, 36.82292,-119.79035
16AZ8690, 36.72141,-119.80323
16AZ8736, 36.70688,-119.79078
16AZ8751, 36.79046,-119.79053
16AZ8786, 36.72955,-119.80124
16AZ8830, 36.70182,-119.79592
16AZ8953, 36.72385,-119.79681
16AZ9038, 36.70678,-119.81337
16AZ9049, 36.75924,-119.71829
16AZ9102, 36.72139,-119.79982
16AZ9106, 36.72139,-119.79982
16AZ9108, 36.72580,-119.79161
16AZ9136, 36.71412,-119.80436
16AZ9144, 36.72139,-119.80891
16AZ9169, 36.80861,-119.75418
16AZ9171, 36.70687,-119.79281
16AZ9209, 36.70689,-119.78173
16AZ9230, 36.71416,-119.78174
16AZ9260, 36.72857,-119.81311
16AZ9272, 36.71746,-119.77764
16AZ9276, 36.83722,-119.84744
16AZ9309, 36.75022,-119.82797
16AZ9327, 36.74775,-119.74544
16AZ9303, 36.73297,-119.71962
16AZ9407, 36.84445,-119.79055
16AZ9347, 36.71416,-119.79195
16AZ9419,,
